arm,run,nom_rank,ident,modality,confidence,reason,gene
masked,22,9,CX496,inhibit,low,"Highly tractable enzyme (1.00) with strong selectivity (0.80) and excellent safety window (0.94); low dependency and zero tumor enrichment temper it, but druggability is a real asset.",AMY2A
masked,22,10,CX177,inhibit,low,"Fully tractable enzyme with good selectivity and tumor specificity, an accessible target despite a poor safety window that will require careful dosing.",CDC25B
masked,22,11,CX786,inhibit,medium,Good selectivity (0.82) with high tumor specificity (0.85) and enrichment (0.93) and moderate tractability — a well-rounded novel candidate.,ELAVL1
masked,22,12,CX648,inhibit,medium,"Strong selectivity (0.87), meaningful SL against RB1 loss, and good tumor specificity/window; tract=0.00 is the main barrier so treat as a chemistry-development target.",E2F3
masked,22,13,CX870,inhibit,medium,High dependency (0.89) with PTEN synthetic-lethality and good selectivity; low tractability makes it a longer-term chemistry effort.,RPP25L
masked,22,14,CX257,inhibit,low,High selectivity (0.83) with good tumor enrichment and workable tractability (0.80); low dependency limits confidence but the profile is druggable.,TEAD1
masked,22,15,CX947,inhibit,medium,"Excellent safety window (0.96), top tumor enrichment (0.99), good tumor specificity and CDKN2A/B SL; a compelling biology candidate contingent on solving its zero tractability.",KIF18B
masked,23,1,CX759,inhibit,high,"Approved-drug kinase with perfect tumor specificity (1.00), high selectivity (0.93) and full small-molecule tractability, giving a clean directly-druggable inhibition path.",PDGFRA
masked,23,2,CX883,inhibit,high,"Approved-drug kinase with near-top selectivity (0.97), full tractability and solid tumor enrichment/specificity, making it an actionable inhibition target.",MET
masked,23,3,CX793,inhibit,high,"Strong dependency (0.77) plus has-chemistry, full tractability, and MTAP-deletion synthetic lethality (a well-validated GBM-relevant PRMT5/MAT2A-type vulnerability).",JUN
masked,23,4,CX657,inhibit,medium,"High dependency, full tractability, has-chemistry kinase with RB1 synthetic lethality and top tumor enrichment; the low selectivity/common-essential flag needs a therapeutic window check but the chemistry is real.",CDK2
masked,23,5,CX254,unknown,medium,"Balanced profile with good dependency (0.71), high SL (0.54) against CDKN2B/NF1 lesions and strong tumor enrichment, though no-inhibitor-MoA means the actionable mechanism is unproven.",ITGB5
masked,23,6,CX947,inhibit,medium,"Excellent selectivity/specificity, near-perfect window (0.96) and tumor enrichment with CDKN2A/B SL, a very clean profile despite zero current tractability requiring chemistry development.",KIF18B
masked,23,7,CX318,inhibit,medium,"High dependency (0.90) with decent selectivity, reasonable window and moderate tractability (0.80) makes it a workable novel inhibition candidate.",VRK1
masked,23,8,CX243,inhibit,medium,"Approved-drug kinase with high selectivity (0.91) and tumor specificity (0.94), but the CNS-safety-risk and very poor window (0.16) mean it needs careful de-risking.",FGFR1
masked,23,9,CX749,inhibit,medium,"Approved-drug enzyme with high selectivity (0.88) and full tractability, offering a repurposable inhibition path despite modest dependency (0.47).",EGLN1
masked,23,10,CX177,inhibit,medium,"Has-chemistry enzyme with full tractability, good selectivity and tumor specificity; the very poor window (0.15) is the main hurdle to resolve.",CDC25B
masked,23,11,CX415,inhibit,medium,"Best-in-list SL (0.72) against CDKN2A/B plus strong dependency, selectivity, enrichment and window, an attractive biology target though tract=0.00 means starting chemistry from scratch.",C3orf38
masked,23,12,CX496,inhibit,low,"Has-chemistry enzyme with full tractability, good selectivity and an excellent window (0.94); weak dependency (0.34) and zero tumor enrichment temper enthusiasm.",AMY2A
masked,23,13,CX786,inhibit,low,"Balanced novel candidate with good selectivity, high tumor enrichment and specificity plus partial tractability (0.55), a reasonable inhibition prospect.",ELAVL1
masked,23,14,CX648,inhibit,low,"High selectivity (0.87) with strong SL (0.62) against RB1 and good window, a mechanistically interesting vulnerability though tractability is currently zero.",E2F3
masked,23,15,CX698,inhibit,low,"Very clean profile (selec 0.90, enrichment 0.98, window 0.96) making it a strong biology candidate that would require de novo chemistry given tract=0.00.",ERCC6L
masked,24,1,CX759,inhibit,high,"Approved kinase drug with perfect tractability, top selectivity and tumor-specificity, and a favorable therapeutic window — a repurposing-ready inhibitor.",PDGFRA
masked,24,2,CX883,inhibit,high,"Approved kinase drug with near-perfect selectivity and full tractability, decent window and tumor enrichment — clean small-molecule inhibitor candidate.",MET
masked,24,3,CX657,inhibit,medium,"Fully tractable kinase with existing chemistry, strong dependency and tumor enrichment plus RB1 synthetic-lethality, though low selectivity/common-essential flag warrants dosing care.",CDK2
masked,24,4,CX793,inhibit,medium,"Fully tractable MTAP-deletion synthetic-lethal target (classic PRMT5/MAT2A-type GBM vulnerability) with strong dependency, but narrow window needs mitigation.",JUN
masked,24,5,CX749,inhibit,medium,Approved-drug enzyme with high selectivity and full tractability — a proven-chemistry starting point despite modest dependency.,EGLN1
masked,24,6,CX254,inhibit,medium,"Balanced novel target with good dependency, solid SL against CDKN2B/NF1 lesions and high tumor enrichment; needs inhibitor-MoA development.",ITGB5
masked,24,7,CX318,inhibit,medium,"Novel target with high dependency, reasonable tractability and window and no confounding flags — a clean if under-characterized inhibitor lead.",VRK1
masked,24,8,CX177,inhibit,medium,Fully tractable enzyme with high tumor-specificity and selectivity; enzyme class supports inhibitor design despite a currently narrow window.,CDC25B
masked,24,9,CX496,inhibit,medium,"Fully tractable enzyme with high selectivity, tumor-specificity and excellent safety window — druggable class even though dependency is modest.",AMY2A
masked,24,10,CX786,inhibit,low,"Novel target with high tumor-specificity and enrichment and no essentiality/TME confounders, offering a favorable specificity profile.",ELAVL1
masked,24,11,CX648,inhibit,low,"Strong RB1 synthetic-lethality with high selectivity and good window, an attractive genotype-directed vulnerability despite zero current tractability.",E2F3
masked,24,12,CX947,inhibit,low,"CDKN2A/B synthetic-lethal target with excellent tumor enrichment, specificity and safety window; scaffold discovery needed given zero tractability.",KIF18B
masked,24,13,CX415,inhibit,low,"Best-in-list SL score against CDKN2A/B with strong dependency, selectivity and window — high biological interest but tract=0 makes it a chemistry moonshot.",C3orf38
masked,24,14,CX257,inhibit,low,Has chemistry and good selectivity/tractability with high tumor enrichment; low dependency tempers enthusiasm but druggability is real.,TEAD1
masked,24,15,CX698,inhibit,low,"Novel target with high selectivity, tumor enrichment and near-perfect safety window and no confounders; promising if a ligand can be found.",ERCC6L
masked,25,1,CX759,inhibit,high,"Approved-drug kinase with perfect tumor specificity (1.00), top-tier selectivity (0.93) and full tractability (1.00), giving a clean directly-druggable inhibition target.",PDGFRA
masked,25,2,CX883,inhibit,high,"Approved-drug kinase with near-perfect selectivity (0.97), strong tumor specificity and full tractability, and a workable therapeutic window.",MET
masked,25,3,CX793,inhibit,medium,"Strong dependency (0.77), full tractability and an MTAP-deletion synthetic-lethal context (a validated GBM-relevant vulnerability), though the poor window (0.27) needs mitigation.",JUN
masked,25,4,CX657,inhibit,medium,"Highly tractable (1.00) kinase with strong dependency, top tumor enrichment (0.99) and a good window, and an RB1 synthetic-lethal context; low selectivity is the main caveat.",CDK2
masked,25,5,CX254,inhibit,medium,"Balanced high dependency (0.71), good SL signal in CDKN2B/NF1 context and solid tractability (0.80), a promising novel vulnerability despite needing MoA development.",ITGB5
masked,25,6,CX749,inhibit,medium,"Approved-drug enzyme with strong selectivity (0.88) and full tractability (1.00), offering a repurposable, directly-druggable entry point.",EGLN1
masked,25,7,CX496,inhibit,medium,"Tractable enzyme (1.00) with good selectivity, high tumor specificity and an excellent window (0.94); low dependency and zero tumor-enrichment temper enthusiasm.",AMY2A
masked,25,8,CX648,inhibit,medium,Strong SL signal (0.62) in an RB1 context with excellent selectivity (0.87) and good tumor specificity; zero tractability means new chemistry must be built.,E2F3
masked,25,9,CX199,inhibit,low,Notable SL signal (0.66) in CDKN2A/B context with high tumor specificity (0.92) and good window; near-zero selectivity plus common-essential flag are serious concerns.,WDR77
masked,25,10,CX177,inhibit,low,"Fully tractable (1.00) enzyme with good selectivity and high tumor specificity, a reasonable enzymatic inhibition target if the very poor window (0.15) can be widened.",CDC25B
masked,25,11,CX786,inhibit,low,"Balanced novel candidate with high tumor specificity (0.85), strong enrichment (0.93) and partial tractability, worth pursuing as an inhibition target.",ELAVL1
masked,25,12,CX318,inhibit,low,High dependency (0.90) with decent tractability (0.80) and reasonable window; a clean single-agent essential candidate needing MoA definition.,VRK1
masked,25,13,CX694,inhibit,low,"High tumor specificity (0.91), strong enrichment (0.96) and excellent window (0.89) make it a selective candidate, though tractability is currently zero.",DSCC1
masked,25,14,CX947,inhibit,low,"Excellent tumor specificity, enrichment and window with a CDKN2A/B SL context; requires new chemistry (tract=0.00) but has a strong safety profile.",KIF18B
masked,25,15,CX875,inhibit,low,"MTAP-deletion synthetic-lethal context with good selectivity and window, a mechanistically attractive GBM vulnerability once chemistry is developed.",RPL26L1
masked,26,1,CX759,inhibit,high,"Approved-drug kinase with perfect tractability (1.00), top-tier selectivity (0.93) and maximal tumor specificity (1.00) plus a decent therapeutic window, making it a directly druggable, low-risk inhibition target.",PDGFRA
masked,26,2,CX883,inhibit,high,"Approved-drug kinase with near-ideal selectivity (0.97), full tractability (1.00) and good tumor specificity/enrichment, offering a repurposable inhibitor with a workable window.",MET
masked,26,3,CX793,inhibit,medium,"MTAP-deletion synthetic-lethal (a validated GBM vulnerability, e.g. PRMT5/MAT2A axis) with strong dependency (0.77) and full tractability, though its no-inhibitor-MoA tag means the mechanism must route through a druggable enzyme partner.",JUN
masked,26,4,CX749,inhibit,medium,"Approved-drug enzyme with high selectivity (0.88) and full tractability, giving an established chemical starting point despite only moderate dependency.",EGLN1
masked,26,5,CX657,inhibit,medium,"Highly tractable (1.00) druggable kinase with strong dependency (0.75), RB1 synthetic-lethality and a good window, though low selectivity and common-essential flag require careful therapeutic-index work.",CDK2
masked,26,6,CX254,inhibit,medium,"CDKN2B/NF1 synthetic-lethal with balanced dependency (0.71), selectivity (0.78) and SL (0.54) and reasonable tractability (0.80), a well-rounded novel candidate.",ITGB5
masked,26,7,CX965,unknown,medium,Top composite with exceptional tumor enrichment (0.99) and window (0.95) and CDKN2A/CDKN2B synthetic-lethality; modality is uncertain given the no-inhibitor-MoA tag but scores justify prioritized chemistry validation.,KIF2C
masked,26,8,CX496,inhibit,medium,"Highly tractable (1.00) enzyme with strong selectivity (0.80), high tumor specificity (0.85) and an excellent window (0.94), attractive despite low dependency because druggability and safety are outstanding.",AMY2A
masked,26,9,CX318,inhibit,medium,Very high dependency (0.90) with solid tractability (0.80) and a decent window; a strong essentiality signal warrants follow-up even though the enrichment is modest.,VRK1
masked,26,10,CX177,inhibit,low,"Fully tractable (1.00) enzyme with good selectivity and tumor specificity, but the very poor window (0.15) means it enters only as a chemistry-forward lead needing selectivity engineering.",CDC25B
masked,26,11,CX786,inhibit,low,"Novel candidate with high tumor specificity (0.85), strong enrichment (0.93) and moderate tractability (0.55), a balanced profile worth mechanistic de-risking.",ELAVL1
masked,26,12,CX801,inhibit,low,"Balanced novel target with good selectivity (0.77), reasonable dependency (0.67) and a solid window (0.75), though low tractability (0.25) tempers enthusiasm.",PDCL3
masked,26,13,CX257,inhibit,low,"Has-chemistry candidate with high selectivity (0.83) and good tractability (0.80), a druggable starting point despite low dependency (0.21) that must be validated.",TEAD1
masked,26,14,CX648,inhibit,low,"RB1 synthetic-lethal with strong selectivity (0.87) and good SL (0.62) and window, but zero tractability makes it a mechanism-first target requiring a screening campaign.",E2F3
masked,26,15,CX875,inhibit,low,"Second MTAP-deletion synthetic-lethal candidate with good enrichment (0.93) and window (0.70), reinforcing a biologically validated GBM vulnerability though tractability is currently zero.",RPL26L1
masked,27,1,CX759,inhibit,high,"Approved-drug kinase with perfect tractability and tumor-specificity, top-tier selectivity, and a workable therapeutic window — a directly druggable, low-risk inhibition target.",PDGFRA
masked,27,2,CX883,inhibit,high,"Approved-drug kinase with near-maximal selectivity (0.97), full tractability, good tumor specificity and enrichment — a de-risked inhibition candidate.",MET
masked,27,3,CX793,inhibit,medium,High dependency and perfect tractability with an MTAP-deletion synthetic-lethal context (PRMT5/MAT2A-like axis) that is a validated GBM-relevant vulnerability.,JUN
masked,27,4,CX254,inhibit,medium,"Balanced high dependency, good selectivity, strong SL signal against CDKN2B/NF1 lesions and high tumor enrichment make it a compelling novel vulnerability.",ITGB5
masked,27,5,CX657,inhibit,medium,"Tractable kinase with high dependency, top tumor enrichment and a good window, RB1-context synthetic lethality despite modest selectivity.",CDK2
masked,27,6,CX749,inhibit,medium,"Approved-drug enzyme with fully tractable chemistry, strong selectivity and reasonable tumor profile — a repurposing-ready inhibition candidate.",EGLN1
masked,27,7,CX947,inhibit,medium,"Excellent selectivity, tumor specificity, near-max enrichment and window with CDKN2A/B SL context, though it will require novel chemistry to drug.",KIF18B
masked,27,8,CX318,inhibit,medium,"Very high dependency with decent selectivity, specificity and window, and no penalizing safety or TME flags — a clean novel target worth chemistry investment.",VRK1
masked,27,9,CX177,inhibit,medium,Fully tractable enzyme with good selectivity and tumor specificity; the poor window is the main hurdle but enzyme druggability is a strong plus.,CDC25B
masked,27,10,CX786,inhibit,medium,"Strong tumor specificity and enrichment with good selectivity and no safety/TME liabilities, giving a favorable novel inhibition profile.",ELAVL1
masked,27,11,CX694,inhibit,low,"High tumor specificity, near-max enrichment, strong selectivity and excellent window make it an attractive novel target once chemistry is developed.",DSCC1
masked,27,12,CX698,inhibit,low,"Top-tier selectivity, tumor specificity, enrichment and window; needs a lead-discovery effort given zero current tractability.",ERCC6L
masked,27,13,CX872,inhibit,low,"Excellent selectivity, tumor specificity, enrichment and window offset a modest dependency, marking a clean but chemistry-limited novel target.",ARHGAP11A
masked,27,14,CX801,inhibit,low,"Well-balanced dependency, selectivity, specificity and window with no safety or TME flags — a solid low-liability novel candidate.",PDCL3
masked,27,15,CX562,inhibit,low,"Enzyme (druggable class) with high tumor enrichment, good specificity and strong window, worth pursuing despite requiring new inhibitor chemistry.",BRCA1
masked,28,1,CX759,inhibit,high,"Approved-drug kinase with perfect tumor specificity (1.00), max tractability, strong selectivity (0.93) and clean profile — a directly druggable, de-risked inhibition target.",PDGFRA
masked,28,2,CX883,inhibit,high,"Approved-drug kinase with near-perfect selectivity (0.97), full tractability and solid tumor enrichment/window — ready-made small-molecule inhibitor path.",MET
masked,28,3,CX793,inhibit,high,"High dependency (0.77), full tractability and existing chemistry with an MTAP-deletion synthetic-lethal handle (common in GBM), though narrow therapeutic window needs attention.",JUN
masked,28,4,CX657,inhibit,medium,"Fully tractable kinase with high dependency (0.75), top tumor enrichment (0.99) and good window, with an RB1 synthetic-lethal context — druggable despite modest selectivity.",CDK2
masked,28,5,CX254,inhibit,medium,"Strong balanced profile (dep 0.71, SL 0.54 against CDKN2B/NF1, good tractability 0.80) making it a credible enzyme/target for direct inhibition.",ITGB5
masked,28,6,CX749,inhibit,medium,"Approved-drug enzyme with high selectivity (0.88) and full tractability, offering a repurposing-friendly, chemically de-risked inhibition target.",EGLN1
masked,28,7,CX318,unknown,medium,"High dependency (0.90) with good tractability (0.80) and reasonable window (0.73), a strong essentiality signal worth pursuing if an inhibitor MoA can be established.",VRK1
masked,28,8,CX562,inhibit,medium,"Enzyme with excellent tumor enrichment (0.96) and window (0.90) plus decent tumor specificity, giving a favorable therapeutic-window enzyme target.",BRCA1
masked,28,9,CX177,inhibit,medium,Fully tractable enzyme with strong selectivity (0.80) and tumor specificity (0.88); appealing chemically but the very narrow window (0.15) tempers enthusiasm.,CDC25B
masked,28,10,CX496,inhibit,medium,"Fully tractable enzyme with strong selectivity, tumor specificity and an excellent window (0.94), a safe-profile inhibition candidate despite lower dependency.",AMY2A
masked,28,11,CX786,inhibit,low,"Balanced novel target with good selectivity (0.82), tumor specificity (0.85), enrichment (0.93) and moderate tractability worth chemical follow-up.",ELAVL1
masked,28,12,CX257,inhibit,low,Existing chemistry with strong selectivity (0.83) and tractability (0.80); a chemically accessible entry point despite modest dependency.,TEAD1
masked,28,13,CX648,inhibit,low,Strong selectivity (0.87) and best-in-class synthetic lethality (0.62 against RB1) with good tumor specificity — mechanistically attractive if a small-molecule handle can be found (tract 0.00).,E2F3
masked,28,14,CX199,inhibit,low,High synthetic lethality (0.66) with CDKN2A/2B loss plus strong tumor specificity and enrichment; a compelling GBM-lesion-matched target despite poor selectivity flag.,WDR77
masked,28,15,CX426,unknown,low,Very high dependency (0.93) with PTEN synthetic lethality relevant to GBM; worth pursuing if tractability (0.25) can be improved via degrader approaches.,FERMT2
masked,29,1,CX759,inhibit,high,"Approved-drug kinase with perfect tractability, top-tier selectivity (0.93) and maximal tumor specificity (1.00), giving a well-defined druggable inhibition target.",PDGFRA
masked,29,2,CX883,inhibit,high,"Approved-drug kinase with near-ideal selectivity (0.97), perfect tractability and solid tumor enrichment, making it a low-risk actionable inhibition candidate.",MET
masked,29,3,CX793,inhibit,high,"High dependency (0.77) MTAP-deletion synthetic-lethal partner with perfect tractability, matching the validated PRMT5/MAT2A GBM vulnerability class.",JUN
masked,29,4,CX657,inhibit,medium,"RB1 synthetic-lethal kinase with strong dependency (0.75), perfect tractability, top tumor enrichment and good window, though selectivity is modest.",CDK2
masked,29,5,CX254,inhibit,medium,"Balanced dependency, selectivity and the strongest SL score here (0.54) against CDKN2B/NF1 GBM lesions with good tractability (0.80).",ITGB5
masked,29,6,CX749,inhibit,medium,"Approved-drug enzyme with high selectivity (0.88) and perfect tractability, providing a repurposable, well-defined pharmacological handle.",EGLN1
masked,29,7,CX177,inhibit,medium,"Tractable enzyme with strong selectivity (0.80) and high tumor specificity, though the very poor window (0.15) demands careful dosing.",CDC25B
masked,29,8,CX496,inhibit,medium,"Highly tractable enzyme with good selectivity, high tumor specificity and an excellent therapeutic window despite low bulk dependency.",AMY2A
masked,29,9,CX318,inhibit,medium,"Very high dependency (0.90) with reasonable tumor specificity and window and decent tractability (0.80), a strong essentiality-driven candidate.",VRK1
masked,29,10,CX426,inhibit,medium,"Strong dependency (0.93) PTEN synthetic-lethal target relevant to the frequent GBM PTEN-loss context, worth chemistry investment despite modest tractability.",FERMT2
masked,29,11,CX648,inhibit,low,"High selectivity (0.87) RB1 synthetic-lethal candidate with strong SL (0.62) and good window, though tractability is currently zero.",E2F3
masked,29,12,CX875,inhibit,low,"MTAP-deletion synthetic-lethal partner with good selectivity and window, reinforcing the actionable MTAP-loss vulnerability in GBM.",RPL26L1
masked,29,13,CX257,inhibit,low,"Good selectivity (0.83) and tractability (0.80) with solid tumor enrichment, though low dependency (0.21) tempers priority.",TEAD1
masked,29,14,CX167,inhibit,low,"PDGFRA-amplification synthetic-lethal target with high selectivity and tumor enrichment, matching a defined GBM RTK subtype despite low tractability.",SLC35B2
masked,29,15,CX243,inhibit,low,"Approved-drug kinase with high selectivity, tumor specificity and perfect tractability, but only a fallback because of its CNS-safety liability.",FGFR1
masked,30,1,CX759,inhibit,high,"Approved kinase drug with perfect tractability (1.0), top-tier selectivity (0.93) and tumor specificity (1.0), giving a de-risked repurposing path.",PDGFRA
masked,30,2,CX883,inhibit,high,"Approved kinase drug with near-perfect selectivity (0.97) and full tractability, offering an actionable small-molecule GBM entry.",MET
masked,30,3,CX657,inhibit,medium,"Fully tractable druggable kinase with strong dependency (0.75), high tumor enrichment (0.99) and a good therapeutic window despite modest selectivity.",CDK2
masked,30,4,CX254,inhibit,medium,"Balanced high-dependency, high tumor-enrichment novel target with a meaningful CDKN2B/NF1 synthetic-lethal signal, though its no-inhibitor MoA needs chemistry.",ITGB5
masked,30,5,CX415,inhibit,medium,"Best composite among novel candidates with strong SL (0.72), selectivity, tumor specificity and window—chemistry is the only gap so worth a tool-compound effort.",C3orf38
masked,30,6,CX793,inhibit,medium,"Fully tractable MTAP-deletion synthetic-lethal target (a validated GBM/glioma vulnerability class) with high dependency, but the narrow window (0.27) must be watched.",JUN
masked,30,7,CX947,degrade,medium,"Excellent selectivity, tumor specificity, near-perfect window and CDKN2A/B SL, making it a high-value target if the zero tractability can be solved with degrader chemistry.",KIF18B
masked,30,8,CX749,inhibit,medium,"Approved-drug enzyme with strong selectivity (0.88) and full tractability, a low-risk repurposing candidate despite only moderate dependency.",EGLN1
masked,30,9,CX318,inhibit,medium,"Very high dependency (0.90) novel target with decent selectivity, specificity and tractability (0.80) and a reasonable window—broadly druggable core dependency.",VRK1
masked,30,10,CX786,inhibit,medium,"Novel target with high tumor enrichment (0.93), good selectivity/specificity and some tractability (0.55), a well-rounded lead worth chemistry investment.",ELAVL1
masked,30,11,CX648,degrade,medium,"RB1 synthetic-lethal novel target with strong selectivity (0.87), SL (0.62) and window, though zero tractability makes it a degrader/discovery play.",E2F3
masked,30,12,CX698,degrade,low,"Outstanding selectivity (0.90), tumor enrichment (0.98) and window (0.96); no chemistry yet so a high-priority tool-compound/degrader candidate.",ERCC6L
masked,30,13,CX177,inhibit,low,Fully tractable enzyme with good selectivity and tumor specificity; the very narrow window (0.15) is the key caveat but enzymatic druggability is attractive.,CDC25B
masked,30,14,CX872,degrade,low,"Very high selectivity (0.86), tumor enrichment (0.97) and window (0.93) mark a clean vulnerability, but low dependency and zero tractability keep it exploratory.",ARHGAP11A
masked,30,15,CX801,inhibit,low,"Well-balanced novel target with good dependency, selectivity, specificity and window (0.75); modest tractability makes it a reasonable second-tier lead.",PDCL3
masked,31,1,CX759,inhibit,high,"Approved-drug kinase with perfect tumor-specificity (1.00), top-tier selectivity (0.93) and tractability (1.00), giving a clean small-molecule inhibitor path.",PDGFRA
masked,31,2,CX883,inhibit,high,"Approved-drug kinase with near-perfect selectivity (0.97), full tractability, and a solid therapeutic window, making it a ready-to-inhibit candidate.",MET
masked,31,3,CX793,inhibit,medium,"MTAP-deletion synthetic-lethal (a validated GBM vulnerability) with high dependency and full tractability, though its no-inhibitor-MoA label and low window (0.27) temper enthusiasm.",JUN
masked,31,4,CX657,inhibit,medium,"RB1 synthetic-lethal kinase with existing chemistry, full tractability, high dependency and a good window, despite common-essential and modest selectivity.",CDK2
masked,31,5,CX749,inhibit,medium,"Approved-drug enzyme with strong selectivity (0.88) and full tractability, offering a repurposable small-molecule entry despite modest dependency.",EGLN1
masked,31,6,CX965,inhibit,medium,"Top composite with exceptional tumor-enrichment (0.99) and window (0.95), but as a CDKN2A/B synthetic-lethal partner it needs INHIBITION of the compensating node, not restoration of the deleted suppressor.",KIF2C
masked,31,7,CX254,inhibit,medium,"Balanced CDKN2B/NF1 synthetic-lethal profile with the highest SL score among top candidates (0.54), good dependency and tumor-enrichment, and workable tractability (0.80).",ITGB5
masked,31,8,CX177,inhibit,medium,"Druggable enzyme with full tractability, strong tumor-specificity (0.88) and selectivity, though the very low window (0.15) is a real liability to resolve.",CDC25B
masked,31,9,CX496,inhibit,medium,"Highly tractable enzyme (1.00) with excellent window (0.94) and selectivity, a safe chemistry-ready target despite low intrinsic dependency.",AMY2A
masked,31,10,CX318,unknown,medium,"High dependency (0.90) and good selectivity with 0.80 tractability, a promising novel node though its function/direction (no-inhibitor-MoA) needs confirmation.",VRK1
masked,31,11,CX257,inhibit,low,"Strong selectivity (0.83) and good tractability (0.80) with existing chemistry, an attractive though lower-dependency novel candidate.",TEAD1
masked,31,12,CX591,inhibit,low,"Has-chemistry candidate with good tumor-specificity and tractability (0.80), reasonable window, worth pursuing despite common-essential flag.",VHL
masked,31,13,CX985,inhibit,low,"PTEN synthetic-lethal kinase with full tractability and existing chemistry, a mechanistically grounded (PTEN-loss common in GBM) inhibitor target despite common-essential concern.",CDK7
masked,31,14,CX426,inhibit,low,"Very high dependency (0.93) as a PTEN synthetic-lethal partner relevant to GBM, though poor tractability (0.25) and no-inhibitor-MoA make it a longer-term prospect.",FERMT2
masked,31,15,CX875,inhibit,low,"MTAP-deletion synthetic-lethal (a real GBM genotype) with good window and selectivity, a mechanistically credible second MTAP-linked shot despite zero listed tractability.",RPL26L1
masked,32,1,CX759,inhibit,high,"Approved-drug kinase with perfect tumor specificity (1.00), top tractability (1.00), strong selectivity (0.93) and a defined inhibitor MoA make it the most actionable candidate.",PDGFRA
masked,32,2,CX883,inhibit,high,"Approved-drug kinase with near-perfect selectivity (0.97), perfect tractability, decent window and clear inhibitory MoA give it a low-risk, high-actionability profile.",MET
masked,32,3,CX793,inhibit,medium,"High dependency (0.77), perfect tractability, strong selectivity and an MTAP-deletion synthetic-lethal handle (a validated GBM-relevant vulnerability) make it compelling despite a narrow window to watch.",JUN
masked,32,4,CX657,inhibit,medium,"Has chemistry, perfect tractability and top tumor enrichment with an RB1 synthetic-lethal link, though weak selectivity and common-essential flag require a therapeutic-window strategy.",CDK2
masked,32,5,CX254,inhibit,medium,Balanced dependency/selectivity with the strongest SL evidence here (0.54) tied to CDKN2B and NF1 GBM lesions; needs an inhibitor MoA developed but biology is attractive.,ITGB5
masked,32,6,CX749,inhibit,medium,Approved-drug enzyme with strong selectivity (0.88) and perfect tractability offers a fast repurposing path despite modest dependency.,EGLN1
masked,32,7,CX496,inhibit,medium,"Druggable enzyme (tract 1.00) with good selectivity, high tumor specificity and an excellent safety window; low dependency and zero tumor enrichment temper enthusiasm.",AMY2A
masked,32,8,CX318,inhibit,medium,"Very high dependency (0.90), reasonable selectivity and good tractability with a clean flag profile (no TME/common-essential/CNS-risk penalties), a solid novel target though MoA must be built.",VRK1
masked,32,9,CX177,inhibit,low,Druggable enzyme (tract 1.00) with high tumor specificity and good selectivity; the very poor window (0.15) is the main hurdle to resolve.,CDC25B
masked,32,10,CX648,inhibit,low,"Strong SL score (0.62) against RB1 loss plus high selectivity and good specificity give a mechanistically clean vulnerability, though zero tractability makes chemistry the bottleneck.",E2F3
masked,32,11,CX415,inhibit,low,"Best overall SL evidence (0.72) with CDKN2A/B, high dependency, selectivity and window make the biology outstanding, but zero tractability means it is a discovery-stage rather than near-term target.",C3orf38
masked,32,12,CX786,inhibit,low,"Balanced dependency, high tumor specificity/enrichment and clean flags make it a reasonable novel candidate needing chemistry and MoA definition.",ELAVL1
masked,32,13,CX947,inhibit,low,CDKN2A/B synthetic-lethal candidate with excellent window (0.96) and tumor enrichment and good specificity; zero tractability caps it as an early-stage nomination.,KIF18B
masked,32,14,CX801,inhibit,low,"Solid dependency, good selectivity and window with a clean flag profile make it a workable novel target once tractability is addressed.",PDCL3
masked,32,15,CX875,inhibit,low,"MTAP-deletion synthetic-lethal (a strong GBM-recurrent handle) with good selectivity, enrichment and window; requires chemistry development.",RPL26L1
masked,33,1,CX759,inhibit,high,"Approved-drug kinase with top-tier tractability (1.0), near-perfect tumor specificity (1.0) and strong selectivity (0.93) — an inhibitable, druggable target with a decent therapeutic window.",PDGFRA
masked,33,2,CX883,inhibit,high,"Approved-drug kinase with outstanding selectivity vs pan-essential (0.97), full tractability (1.0) and good tumor specificity/enrichment — a clean, actionable inhibition target.",MET
masked,33,3,CX254,inhibit,medium,"Balanced novel candidate with strong dependency (0.71), high SL with CDKN2B/NF1 lesions (0.54), good tumor enrichment (0.89) and workable tractability (0.80), though inhibitor MoA must be established.",ITGB5
masked,33,4,CX793,inhibit,medium,"Highest dependency (0.77) among the top tier with full tractability (1.0) and MTAP-deletion synthetic lethality, a validated GBM-relevant vulnerability — but the very poor therapeutic window (0.27) demands careful confirmation.",JUN
masked,33,5,CX657,inhibit,medium,"Druggable kinase (tract 1.0) with high dependency (0.75), RB1 synthetic lethality and top tumor enrichment (0.99), plus a strong window (0.79); low selectivity flags common-essentiality risk.",CDK2
masked,33,6,CX749,inhibit,medium,"Approved-drug enzyme with full tractability (1.0) and strong selectivity (0.88), offering a repurposing path despite modest dependency.",EGLN1
masked,33,7,CX318,inhibit,medium,"High dependency (0.90) with good tractability (0.80) and a reasonable window (0.73), a novel candidate whose main gap is establishing an inhibitor mechanism.",VRK1
masked,33,8,CX947,degrade,medium,"Excellent tumor specificity (0.87), enrichment (0.99) and window (0.96) with CDKN2A/B synthetic lethality; zero tractability is the barrier, making it a degrader/chemistry-development candidate.",KIF18B
