arm,run,nom_rank,ident,modality,confidence,reason,gene
named,19,7,EGLN1,inhibit,medium,"Prolyl hydroxylase (PHD2) with clinically approved small-molecule inhibitors and good selectivity/tractability, offering an enzyme-based route to modulate hypoxic GBM signaling.",EGLN1
named,19,8,KIF2C,inhibit,medium,"Top-composite mitotic kinesin with outstanding tumor enrichment/window and CDKN2A/2B synthetic lethality, worth pursuing though it needs de novo inhibitor discovery.",KIF2C
named,19,9,KIF18B,inhibit,medium,"Mitotic kinesin with excellent tumor specificity, near-top enrichment and window plus CDKN2A/2B synthetic lethality, in the same emerging-druggable class as KIF18A.",KIF18B
named,19,10,VRK1,inhibit,medium,"Serine/threonine kinase with strong dependency and a paralog-based synthetic-lethal rationale, tractable as a kinase despite currently lacking a mature inhibitor.",VRK1
named,19,11,ELAVL1,inhibit,low,"HuR RNA-binding protein driving oncogenic transcript stability in GBM, with tumor enrichment/specificity and nascent small-molecule chemistry, though tractability is moderate.",ELAVL1
named,19,12,ITGB5,inhibit,low,Novel integrin with strong dependency/enrichment and CDKN2B/NF1 synthetic lethality; a surface protein amenable to small-molecule or antibody antagonism.,ITGB5
named,19,13,E2F3,inhibit,low,RB1-synthetic-lethal transcription factor with good selectivity and tumor enrichment; hard to drug directly but a strong mechanistic node worth inhibitor/degrader investment.,E2F3
named,19,14,WDR77,inhibit,low,"PRMT5-complex cofactor with strong CDKN2A/2B synthetic lethality and tumor specificity, targetable through the well-precedented PRMT5-axis chemistry despite poor intrinsic selectivity.",WDR77
named,19,15,C3orf38,unknown,low,"Highest-balanced novel candidate (strong SL, specificity, enrichment, window) that merits target-ID and tool-compound development despite zero current tractability.",C3orf38
named,20,1,PDGFRA,inhibit,high,"Validated GBM oncogenic driver (amplified/mutated) with an approved-drug kinase scaffold, top tumor-specificity and tractability — the most actionable small-molecule target on the list.",PDGFRA
named,20,2,MET,inhibit,high,"Kinase driver of GBM invasion and RTK-bypass resistance with excellent selectivity, full tractability, and approved MET inhibitors available for repurposing.",MET
named,20,3,CDK2,inhibit,high,"Highly dependent, fully tractable kinase with clinical-stage selective inhibitors and synthetic lethality with RB1 loss, offering a genotype-directed CDK2 strategy.",CDK2
named,20,4,KIF2C,inhibit,medium,"Top composite with strong tumor enrichment, wide window and CDKN2A/B synthetic lethality, though it needs de novo chemistry as a kinesin motor.",KIF2C
named,20,5,KIF18A,inhibit,medium,Mitotic kinesin with a clinically de-risked inhibitor class (chromosomally-unstable tumors) and high dependency/tumor enrichment plus wide therapeutic window.,KIF18A
named,20,6,VRK1,inhibit,medium,"Strong, selective dependency (a validated paralog-SL vulnerability) with reasonable tractability and decent window, worth chemistry investment.",VRK1
named,20,7,KIF18B,inhibit,medium,"Mitotic kinesin with very high tumor enrichment, excellent window and CDKN2A/B synthetic lethality, but currently lacks tool compounds.",KIF18B
named,20,8,TEAD1,inhibit,medium,"Hippo-pathway transcriptional node with an established autopalmitoylation-pocket inhibitor MoA (clinical TEAD inhibitors), giving a tractable small-molecule handle in GBM.",TEAD1
named,20,9,CDK7,inhibit,medium,"Fully tractable transcriptional/CDK kinase with covalent clinical-stage inhibitors and PTEN-loss synthetic lethality, though selectivity/essentiality demand a wide-window compound.",CDK7
named,20,10,EGLN1,inhibit,medium,"Enzymatically well-defined prolyl hydroxylase with drug-like inhibitors (approved PHD chemistry), providing a tractable route to modulate hypoxia signaling in GBM.",EGLN1
named,20,11,CDC25B,inhibit,low,"Druggable phosphatase enzyme with high tumor-specificity supporting cell-cycle checkpoint inhibition, though the poor therapeutic window is a real liability.",CDC25B
named,20,12,ELAVL1,inhibit,low,"HuR RNA-binding oncoprotein with strong tumor specificity/enrichment and emerging RNA-competitive small molecules, a novel but plausible target.",ELAVL1
named,20,13,WDR77,inhibit,low,"PRMT5-complex partner with high tumor specificity/enrichment and CDKN2A/B (MTAP-adjacent) synthetic lethality, druggable via the well-precedented PRMT5 axis.",WDR77
named,20,14,ERCC6L,inhibit,low,"PICH DNA translocase with high tumor enrichment and an excellent therapeutic window, a compelling novel mitotic-stress dependency if chemistry can be developed.",ERCC6L
named,20,15,E2F3,inhibit,low,"RB1-synthetic-lethal transcription factor with good selectivity and window, mechanistically attractive but hard to drug directly (transcription-factor liability).",E2F3
named,21,1,PDGFRA,inhibit,high,"GBM-defining RTK amplification with excellent selectivity, tumor specificity, and full small-molecule tractability plus approved kinase inhibitors to repurpose.",PDGFRA
named,21,2,MET,inhibit,high,"Validated GBM RTK driver with top selectivity/tractability and clinically available inhibitors, offering a genuinely druggable node.",MET
named,21,3,CDK2,inhibit,high,"RB1-synthetic-lethal cell-cycle kinase with strong dependency, high tumor enrichment, and a mature small-molecule chemistry base despite pan-essentiality concerns.",CDK2
named,21,4,KIF18A,inhibit,medium,Mitotic kinesin with strong GBM dependency and wide therapeutic window; an emerging inhibitable target class (KIF18A programs are already in clinical development).,KIF18A
named,21,5,TEAD1,inhibit,medium,"Hippo-pathway transcription factor now genuinely druggable via lipid-pocket palmitoylation inhibitors, with good selectivity and tumor enrichment.",TEAD1
named,21,6,CDK7,inhibit,medium,"Transcriptional CDK with covalent inhibitor chemistry and PTEN synthetic-lethality, giving a tractable route despite common-essential liabilities.",CDK7
named,21,7,ITGAV,inhibit,medium,"Very strong dependency with established integrin-antagonist chemistry, though its poor tumor specificity flags it as a window risk to manage.",ITGAV
named,21,8,EGLN1,inhibit,medium,"PHD2 prolyl-hydroxylase is a well-precedented enzyme with approved inhibitors and full tractability, offering a tractable hypoxia-axis target.",EGLN1
named,21,9,KIF18B,inhibit,low,"Mitotic kinesin with high tumor enrichment and an excellent therapeutic window, plausibly addressable by the emerging kinesin-inhibitor class.",KIF18B
named,21,10,VRK1,inhibit,medium,"Strong, selective dependency kinase (paralog synthetic-lethal in some contexts) that is chemically tractable and worth an inhibitor campaign.",VRK1
named,21,11,PTPN11,inhibit,medium,"SHP2 is a proven allosteric-inhibitor target downstream of GBM RTKs with strong tractability, though CNS window needs care.",PTPN11
named,21,12,ELAVL1,inhibit,low,"HuR RNA-binding protein with good tumor enrichment/specificity and tractable disruptor chemistry emerging, making it a credible inhibition target.",ELAVL1
named,21,13,E2F3,degrade,low,RB1-synthetic-lethal transcription factor with good selectivity and tumor enrichment; hard-to-drug but mechanistically compelling for degrader approaches.,E2F3
named,21,14,CDC25B,inhibit,low,"Cell-cycle phosphatase with existing chemistry and good tumor specificity, worth pursuing despite a narrow reported window.",CDC25B
named,21,15,FGFR1,inhibit,low,"Actionable GBM RTK with approved inhibitors and high tumor specificity, ranked cautiously because of its poor CNS therapeutic window.",FGFR1
named,22,1,PDGFRA,inhibit,high,"GBM-defining amplified/mutated receptor tyrosine kinase with perfect tumor-specificity and tractability plus approved small-molecule inhibitors, though CNS penetration is the practical hurdle.",PDGFRA
named,22,2,MET,inhibit,high,Recurrent RTK driver in GBM with excellent selectivity and full druggability backed by approved brain-relevant kinase inhibitors.,MET
named,22,3,CDK2,inhibit,medium,"Highly dependency-scoring, fully tractable kinase with a strong synthetic-lethal rationale in RB1-context tumors and emerging selective inhibitors, despite common-essential caution.",CDK2
named,22,4,KIF18A,inhibit,medium,"Mitotic kinesin with very high dependency and top tumor-enrichment/window scores; a genuinely selective inhibitor class exists (unlike most kinesins), making it druggable.",KIF18A
named,22,5,TEAD1,inhibit,medium,"Hippo-pathway transcription factor now chemically tractable via covalent palmitate-pocket inhibitors, giving a real small-molecule handle on a GBM-enriched dependency.",TEAD1
named,22,6,CDK7,inhibit,medium,"Transcriptional CDK with clinically advanced selective inhibitors and a PTEN synthetic-lethal rationale, offering a tractable route despite pan-essentiality requiring careful dosing.",CDK7
named,22,7,GPX4,inhibit,medium,"Very high-dependency ferroptosis regulator that is inducible in mesenchymal/therapy-resistant GBM, a validated small-molecule target—though its narrow safety window is a serious caveat.",GPX4
named,22,8,ITGAV,inhibit,low,"Extremely high dependency and a druggable integrin with existing chemistry, but its near-zero tumor-specificity (TME-dominated signal) tempers enthusiasm.",ITGAV
named,22,9,PTPN11,inhibit,medium,SHP2 is a fully tractable phosphatase with allosteric inhibitors in the clinic that sits downstream of the RTK drivers pervasive in GBM.,PTPN11
named,22,10,VRK1,inhibit,medium,"High-dependency serine/threonine kinase emerging as a paralog synthetic-lethal target with decent tractability, warranting inhibitor development.",VRK1
named,22,11,KIF2C,inhibit,low,Top composite with outstanding tumor-enrichment and window scores; a mitotic kinesin worth pursuing but currently lacks a proven inhibitor MoA so tractability is the bottleneck.,KIF2C
named,22,12,ELAVL1,inhibit,low,"HuR RNA-binding protein with GBM-enriched dependency and nascent small-molecule disruptors of RNA binding, a plausible if early inhibition target.",ELAVL1
named,22,13,EGLN1,unknown,low,"PHD2 prolyl hydroxylase is enzymatically tractable with approved inhibitors, but directionality is uncertain in GBM since inhibition stabilizes HIF and could be pro-tumor—needs mechanistic vetting.",EGLN1
named,22,14,WWTR1,inhibit,low,"TAZ is a core Hippo effector drivable indirectly via TEAD inhibitors, giving a mechanistic route to an otherwise undruggable coactivator dependency.",WWTR1
named,22,15,FGFR1,inhibit,low,"Amplified/fusion RTK driver in a GBM subset with strong selectivity and full tractability, though flagged CNS-safety-risk and poor window demand cautious deployment.",FGFR1
named,23,1,PDGFRA,inhibit,high,"GBM-defining amplified/mutant RTK driver with excellent selectivity, tumor specificity, full tractability, and approved kinase-inhibitor chemistry.",PDGFRA
named,23,2,MET,inhibit,high,"Validated GBM RTK driver (amplification, exon-14 splicing, EGFRvIII-associated bypass) with top selectivity/tractability and clinical-stage inhibitors, though CNS penetration must be engineered.",MET
named,23,3,CDK2,inhibit,medium,"Highly tractable kinase with established chemistry and RB1 synthetic-lethality rationale in GBM, chosen despite common-essential/low-selectivity flags because emerging selective CDK2 inhibitors offer a real therapeutic window.",CDK2
named,23,4,PDGFRA,inhibit,high,duplicate-guard,PDGFRA
named,23,5,VRK1,inhibit,medium,"Strong, selective dependency (dep 0.90) that is a bona fide druggable kinase (ATP-binding serine/threonine kinase) despite the current no-inhibitor label, making it a high-value novel target.",VRK1
named,23,6,TEAD1,inhibit,medium,"Hippo/YAP effector with a lipid-binding palmitate pocket now targeted by clinical covalent TEAD inhibitors, giving genuine small-molecule chemistry to a mesenchymal-GBM driver.",TEAD1
named,23,7,CDK7,inhibit,medium,"Transcriptional CDK with validated covalent inhibitor chemistry and PTEN-loss synthetic lethality, offering a druggable node despite common-essential caution requiring careful dosing.",CDK7
named,23,8,KIF18A,inhibit,medium,"Mitotic kinesin with a defined ATPase pocket and demonstrated selective inhibitors (chromosomally-unstable tumors), giving a high-dependency, wide-window enzyme a realistic small-molecule path.",KIF18A
named,23,9,ITGB5,inhibit,low,Novel integrin dependency with strong tumor enrichment and CDKN2B/NF1 synthetic lethality; extracellular/adhesion biology is antibody- or peptide-tractable and worth chemical exploration.,ITGB5
named,23,10,EGLN1,inhibit,medium,"Well-validated prolyl-hydroxylase enzyme with clinically approved small-molecule inhibitors, providing an immediately tractable node to modulate GBM hypoxia signaling.",EGLN1
named,23,11,ELAVL1,inhibit,low,"RNA-binding oncogenic hub (HuR) with strong tumor specificity/enrichment and reported small-molecule RNA-interaction disruptors, a credible if difficult inhibition target.",ELAVL1
named,23,12,FGFR1,inhibit,medium,"Genuine GBM RTK driver with fully tractable approved-drug chemistry, nominated with the explicit caveat that CNS-safety risk and modest tumor enrichment narrow the window.",FGFR1
named,23,13,KIF2C,inhibit,low,Top-composite mitotic kinesin with outstanding tumor enrichment/window and CDKN2A/B synthetic lethality; motor-domain ATPase is a plausible (if unprecedented) inhibitor pocket.,KIF2C
named,23,14,WDR77,inhibit,low,"PRMT5 cofactor (MEP50) with CDKN2A/B synthetic lethality that is chemically reachable through the well-advanced PRMT5-complex inhibitor class, especially in MTAP/CDKN2A-deleted GBM.",WDR77
named,23,15,KIF18B,inhibit,low,"Mitotic kinesin with excellent tumor enrichment, window, and CDKN2A/B synthetic lethality; shares the tractable ATPase-pocket logic of the emerging kinesin-inhibitor field.",KIF18B
named,23,16,GPR61,inhibit,low,"Orphan GPCR dependency with strong window and tumor specificity; GPCRs are the most privileged small-molecule target class, making this a high-upside novel candidate.",GPR61
named,24,1,PDGFRA,inhibit,high,"Recurrently amplified/mutated GBM driver kinase with fully tractable chemistry, approved-drug precedent, top tumor-specificity and good selectivity — a bona fide oncogenic dependency.",PDGFRA
named,24,2,MET,inhibit,high,"Validated RTK driver in a GBM subset with excellent selectivity and mature, CNS-penetrant inhibitor chemistry.",MET
named,24,3,CDK2,inhibit,high,"Strong dependency with fully tractable, selective clinical-stage inhibitors and clear RB1-pathway synthetic-lethal rationale, despite common-essential caution.",CDK2
named,24,4,CDK7,inhibit,medium,"Druggable transcriptional/cell-cycle kinase with covalent inhibitor chemistry and PTEN synthetic-lethal signal, useful in transcriptionally addicted GBM.",CDK7
named,24,5,KIF18A,inhibit,medium,"Mitotic kinesin now shown to be genuinely druggable (clinical KIF18A inhibitors exist), with very high dependency and strong therapeutic window in aneuploid tumors.",KIF18A
named,24,6,TEAD1,inhibit,medium,"Hippo-pathway effector with an established palmitate-pocket small-molecule MoA (clinical TEAD inhibitors) and good selectivity, relevant to mesenchymal GBM.",TEAD1
named,24,7,ELAVL1,inhibit,medium,RNA-binding oncoprotein (HuR) with high tumor enrichment/specificity and emerging small-molecule inhibitors of RNA binding.,ELAVL1
named,24,8,KIF2C,inhibit,medium,"Top-ranked with outstanding tumor enrichment/window and now-credible kinesin druggability precedent, making its no-inhibitor-MoA flag increasingly surmountable.",KIF2C
named,24,9,VRK1,inhibit,medium,High-confidence dependency and a paralog/MTAP-context synthetic-lethal serine-threonine kinase with active inhibitor discovery programs.,VRK1
named,24,10,FGFR1,inhibit,medium,Bona fide GBM RTK driver with fully mature inhibitor chemistry; nominate for the FGFR-altered subset with the caveat that CNS/on-target safety must be managed.,FGFR1
named,24,11,PTPN11,inhibit,medium,"SHP2 is a validated, allosterically druggable node downstream of GBM RTK signaling with clinical inhibitors, addressing RTK-driver resistance.",PTPN11
named,24,12,ITGB5,inhibit,low,Cell-autonomous integrin dependency with strong tumor enrichment and SL:NF1 rationale; a surface target amenable to antibody/peptide or emerging small-molecule antagonists.,ITGB5
named,24,13,CDC25B,inhibit,low,Cell-cycle phosphatase enzyme with existing chemistry and high tumor specificity; nominate contingent on solving its narrow therapeutic window.,CDC25B
named,24,14,EGLN1,inhibit,low,"PHD2 prolyl hydroxylase is a well-precedented, drug-approved enzyme; a hypoxia-axis modulator worth exploring though its directionality in GBM needs validation.",EGLN1
named,24,15,WDR77,inhibit,low,PRMT5-partner scaffold with strong SL:CDKN2A/MTAP-context signal and tumor specificity; best pursued via the tractable PRMT5/MTA-cooperative axis rather than WDR77 directly.,WDR77
named,25,1,PDGFRA,inhibit,high,"GBM-defining amplified/mutated RTK driver with excellent tumor specificity, high tractability, and approved kinase inhibitors to build on.",PDGFRA
named,25,2,MET,inhibit,high,"Validated RTK driver in a GBM subset with top-tier selectivity, full tractability, and clinically available inhibitors; needs CNS-penetrant chemistry.",MET
named,25,3,CDK2,inhibit,medium,"Fully tractable kinase with strong dependency and RB1 synthetic-lethality, though pan-essentiality/low selectivity require a genotype-defined window.",CDK2
named,25,4,CDK7,inhibit,medium,"Highly tractable transcriptional kinase with mature covalent inhibitor chemistry and PTEN synthetic-lethality, offset by common-essentiality risk.",CDK7
named,25,5,TEAD1,inhibit,medium,"Hippo-pathway transcription factor now druggable via the auto-palmitoylation pocket, with good selectivity and emerging TEAD inhibitor chemistry.",TEAD1
named,25,6,VRK1,inhibit,medium,"High-dependency serine/threonine kinase with a genuine catalytic pocket and reasonable tractability, offering a novel inhibitable node.",VRK1
named,25,7,EGLN1,inhibit,medium,"Well-precedented, fully tractable prolyl-hydroxylase enzyme with approved small-molecule inhibitors that could be repurposed against GBM.",EGLN1
named,25,8,FGFR1,inhibit,medium,"Tractable RTK driver relevant to a GBM subset with approved inhibitors, tempered by a flagged CNS-safety risk and modest window.",FGFR1
named,25,9,PTPN11,inhibit,medium,Fully tractable phosphatase with validated allosteric SHP2 inhibitors that hit the RTK-RAS convergence node in GBM.,PTPN11
named,25,10,GPX4,inhibit,medium,"Very high dependency ferroptosis enzyme with real inhibitor chemistry, attractive as a mesenchymal-GBM vulnerability despite narrow window concerns.",GPX4
named,25,11,KIF18A,inhibit,medium,"Mitotic kinesin with a proven druggable motor domain and first-in-class inhibitors, giving genuine small-molecule tractability among the KIF hits.",KIF18A
named,25,12,CDC25B,inhibit,low,"Tumor-specific cell-cycle phosphatase, fully tractable in principle, though historically hard to inhibit selectively and with a narrow window.",CDC25B
named,25,13,ELAVL1,inhibit,low,"RNA-binding oncoprotein (HuR) with strong tumor enrichment and emerging small-molecule disruptors of its RNA interface, though tractability is unproven.",ELAVL1
named,25,14,WWTR1,inhibit,low,"TAZ effector of the Hippo/TEAD axis is targetable indirectly via TEAD palmitoylation, offering a mechanistically convergent GBM node.",WWTR1
named,25,15,KIF2C,inhibit,low,"Top composite via strong tumor enrichment and window, prioritized as a chemistry-development candidate given the kinesin family has yielded tractable inhibitors.",KIF2C
named,26,1,PDGFRA,inhibit,high,"GBM-defining amplified/mutated RTK with perfect tumor specificity, high selectivity, and mature approved-drug chemistry giving a directly druggable oncogenic kinase.",PDGFRA
named,26,2,MET,inhibit,high,"Bona fide GBM oncogenic driver (amplification/exon-14, EGFR-bypass resistance) with excellent selectivity and approved kinase-inhibitor chemistry.",MET
named,26,3,CDK2,inhibit,high,Strong dependency with fully mature chemistry and RB1-context synthetic lethality; the poor selectivity score reflects pan-cancer commonality but selective CDK2 inhibitors are now clinically tractable.,CDK2
named,26,4,TEAD1,inhibit,medium,"Hippo/YAP effector with a druggable lipid-binding pocket and emerging clinical palmitoylation-site inhibitors, addressing a mesenchymal GBM dependency.",TEAD1
named,26,5,CDK7,inhibit,medium,"Transcriptional CDK with validated covalent inhibitor chemistry and PTEN-context synthetic lethality, though common-essentiality narrows the window.",CDK7
named,26,6,EGLN1,inhibit,medium,Well-precedented drugged prolyl-hydroxylase enzyme; a hypoxia-axis node worth pursuing in GBM but with uncertain tumor-selective benefit.,EGLN1
named,26,7,KIF18A,inhibit,medium,"Mitotic kinesin selectively essential in chromosomally-unstable tumors with clinical-stage inhibitors emerging and an excellent therapeutic window, offsetting the common-essential flag.",KIF18A
named,26,8,PTK2,inhibit,medium,"FAK is a genuinely inhibitor-tractable kinase with clinical compounds and CDKN2A-context synthetic lethality, though its stroma-dominated signal and CNS-safety flag temper enthusiasm.",PTK2
named,26,9,PTPN11,inhibit,medium,"SHP2 is a druggable allosteric phosphatase downstream of GBM RTK signaling with clinical inhibitors, though selectivity and CNS safety are concerns.",PTPN11
named,26,10,ELAVL1,inhibit,low,HuR RNA-binding protein enriched in tumor with strong selectivity and tumor-enrichment scores; small-molecule disruptors exist but MoA maturity is early.,ELAVL1
named,26,11,VRK1,inhibit,low,"Serine/threonine kinase with high dependency and a real ATP pocket, making it a tractable novel target despite no current clinical inhibitor.",VRK1
named,26,12,CDC25B,inhibit,low,Cell-cycle phosphatase with existing chemistry and high tumor specificity; a plausible enzyme target though window and inhibitor MoA remain weak.,CDC25B
named,26,13,FGFR1,inhibit,low,"Druggable RTK with approved inhibitors and high tumor specificity, but the poor window and CNS-safety flag make it a conditional, biomarker-selected option.",FGFR1
named,26,14,OSBP,inhibit,low,Lipid-transfer protein with a druggable sterol-binding pocket (ORPphilin chemistry) offering a novel metabolic vulnerability worth early exploration.,OSBP
named,26,15,TARS1,inhibit,low,"Aminoacyl-tRNA synthetase with established active-site druggability offering a tractable, if common-essential, enzymatic target.",TARS1
named,27,1,PDGFRA,inhibit,high,"GBM-defining amplified/mutant RTK with approved kinase-inhibitor chemistry, perfect tumor specificity and tractability, and a plausible therapeutic window.",PDGFRA
named,27,2,MET,inhibit,high,"Amplified/exon-14 RTK driver in a GBM subset with approved selective inhibitors, high selectivity and full tractability.",MET
named,27,3,CDK2,inhibit,high,"Highly dependent, fully tractable kinase with maturing selective inhibitors and RB1-pathway synthetic lethality relevant to CDKN2A/RB1-altered GBM.",CDK2
named,27,4,CDK7,inhibit,medium,"Druggable transcriptional/cell-cycle kinase with clinical-stage covalent inhibitors and PTEN synthetic lethality, offering a real small-molecule path despite common-essentiality.",CDK7
named,27,5,TEAD1,inhibit,medium,"Hippo/YAP effector with an established lipid-pocket palmitoylation site and clinical autopalmitoylation inhibitors, giving a genuine small-molecule MoA for mesenchymal GBM.",TEAD1
named,27,6,PTPN11,inhibit,medium,SHP2 is a validated allosteric-inhibitor target that funnels RTK signaling downstream of EGFR/PDGFRA/MET amplification common in GBM.,PTPN11
named,27,7,KIF18A,inhibit,medium,"Mitotic kinesin with first-in-class clinical inhibitors and strong tumor enrichment/window, druggable despite the list's no-MoA tag.",KIF18A
named,27,8,PTK2,inhibit,medium,"FAK is a well-drugged kinase with clinical inhibitors and CDKN2A synthetic lethality, though its poor tumor specificity tempers enthusiasm.",PTK2
named,27,9,VRK1,inhibit,medium,High-dependency serine/threonine kinase (paralog-lethal in some contexts) that is intrinsically druggable as an ATP-competitive target despite lacking a mature tool compound.,VRK1
named,27,10,WWTR1,inhibit,low,"TAZ is a YAP-family Hippo effector actionable through the same TEAD palmitoylation-pocket small molecules, relevant to mesenchymal GBM.",WWTR1
named,27,11,ELAVL1,inhibit,low,"HuR is an RNA-binding oncogenic hub with emerging small-molecule inhibitors, strong tumor enrichment and specificity in GBM.",ELAVL1
named,27,12,KIF2C,inhibit,low,Top-composite mitotic kinesin with excellent tumor enrichment and window; worth flagging for enzymatic-motor inhibitor development despite no current chemistry.,KIF2C
named,27,13,KIF18B,inhibit,low,"Mitotic kinesin with strong tumor specificity, enrichment and window that could follow the KIF18A druggability precedent.",KIF18B
named,27,14,GPX4,inhibit,low,"Ferroptosis-gating enzyme with very high GBM dependency and covalent-inhibitor chemistry, attractive if CNS delivery/window can be solved.",GPX4
named,27,15,E2F3,degrade,low,RB1-synthetic-lethal transcription factor with good selectivity that could be addressed via targeted degradation given weak direct-inhibitor tractability.,E2F3
named,28,1,PDGFRA,inhibit,high,"GBM-defining amplified/mutated RTK with perfect tumor specificity, full tractability, and approved kinase inhibitors — the strongest classical druggable driver on the list.",PDGFRA
named,28,2,MET,inhibit,high,"Amplified/exon-14 RTK driver in a GBM subset with high selectivity, full tractability, and approved kinase inhibitors, though CNS penetration of some agents remains a caveat.",MET
named,28,3,CDK2,inhibit,high,"Well-chemically-tractable kinase with strong dependency, high tumor enrichment, and RB1 synthetic-lethal rationale; selective CDK2 inhibitors now exist to spare pan-essential toxicity.",CDK2
named,28,4,KIF2C,inhibit,medium,"Top composite with excellent tumor enrichment and therapeutic window as a mitotic kinesin, though it currently lacks a validated small-molecule inhibitor MoA.",KIF2C
named,28,5,KIF18A,inhibit,medium,"High dependency mitotic kinesin with strong window and emerging clinical-stage inhibitors (chromosomally-unstable-tumor selectivity), a genuinely druggable novel node.",KIF18A
named,28,6,TEAD1,inhibit,medium,"Hippo-pathway transcriptional effector with a validated lipid-pocket palmitoylation site and clinical-stage covalent inhibitors, giving real chemical tractability for a transcription factor.",TEAD1
named,28,7,VRK1,inhibit,medium,"Strong pan-cancer dependency serine/threonine kinase with a druggable ATP pocket and growing selectivity data, offering a tractable novel kinase target.",VRK1
named,28,8,KIF18B,inhibit,medium,"Mitotic kinesin with outstanding tumor specificity, enrichment, and near-perfect window; shares the emerging targetable-kinesin chemistry space despite no current inhibitor.",KIF18B
named,28,9,EGLN1,inhibit,medium,"PHD2 prolyl hydroxylase is a well-drugged enzyme (approved HIF-stabilizer inhibitors) with good selectivity, providing a ready chemical starting point for GBM hypoxia biology.",EGLN1
named,28,10,CDK7,inhibit,medium,"Transcriptional/cell-cycle kinase with fully validated selective covalent inhibitors and PTEN-loss synthetic-lethal rationale, tempered by pan-essential liability requiring a window.",CDK7
named,28,11,ELAVL1,inhibit,low,HuR RNA-binding protein with high tumor specificity and enrichment; a mechanistically attractive but harder-to-drug node with early small-molecule chemistry.,ELAVL1
named,28,12,CDC25B,inhibit,low,"Cell-cycle phosphatase with existing chemistry and good tumor specificity, though its narrow window and phosphatase-drugging difficulty lower confidence.",CDC25B
named,28,13,ERCC6L,inhibit,low,"PICH DNA translocase with excellent selectivity, tumor enrichment, and window as a mitotic-fidelity dependency, warranting tool-compound development despite no current inhibitor.",ERCC6L
named,28,14,E2F3,unknown,low,"Amplified transcription factor with RB1 synthetic-lethal logic and good selectivity, a compelling biology target though undruggable by conventional inhibitors today.",E2F3
named,28,15,GPR61,unknown,low,"Orphan GPCR with strong tumor specificity and window; GPCRs are inherently small-molecule tractable, making this a differentiated novel candidate worth deorphanizing.",GPR61
named,29,1,PDGFRA,inhibit,high,"Validated GBM driver amplified/mutated in the classical subtype, a fully druggable RTK with approved inhibitors, top-tier selectivity and tumor specificity, and CNS-penetrant chemistry is achievable.",PDGFRA
named,29,2,MET,inhibit,high,"Recurrent GBM driver (especially post-EGFR-therapy and in PDGFRA/MET co-amplified tumors) with excellent selectivity, approved kinase inhibitors, and full small-molecule tractability.",MET
named,29,3,CDK2,inhibit,high,"High dependency with clean small-molecule chemistry and RB1-context synthetic lethality; a rational cell-cycle target now that selective CDK2 inhibitors exist, though the pan-essential flag demands a therapeutic-window strategy.",CDK2
named,29,4,CDK7,inhibit,medium,Druggable transcriptional/cell-cycle kinase with strong chemistry and PTEN-context synthetic lethality; covalent selective inhibitors mitigate the common-essential concern.,CDK7
named,29,5,TEAD1,inhibit,medium,"Hippo-pathway effector with an established lipid-pocket allosteric ligand site and clinical-stage TEAD inhibitors, giving a genuine small-molecule MoA despite the generic no-inhibitor flag.",TEAD1
named,29,6,KIF18A,inhibit,medium,"Mitotic kinesin with emerging selective inhibitors (clinical-stage) that is selectively essential in chromosomally-unstable/aneuploid tumors, giving a real inhibit MoA plus strong tumor-window scores.",KIF18A
named,29,7,VRK1,inhibit,medium,"High-dependency kinase that is synthetic-lethal in VRK2-low tumors and is a tractable ATP-competitive target, making it a mechanistically credible novel kinase for GBM.",VRK1
named,29,8,WWTR1,inhibit,low,"TAZ is a core mesenchymal-GBM transcriptional driver reachable indirectly through the same TEAD/palmitoylation axis, offering a pathway-level small-molecule strategy despite TME signal contamination.",WWTR1
named,29,9,ELAVL1,inhibit,low,HuR RNA-binding oncoprotein with tool-compound chemistry and high tumor enrichment; a plausible novel target if a bona fide binding-site inhibitor can be advanced.,ELAVL1
named,29,10,E2F3,inhibit,low,"RB1-context synthetic-lethal transcription factor with the strongest SL score in the list; hard to drug directly but tractable via the CDK/RB axis it sits on, warranting mechanistic follow-up.",E2F3
named,29,11,PTPN11,inhibit,medium,"SHP2 is a well-validated RTK-pathway node with clinical allosteric inhibitors that could target PDGFRA/MET/EGFR-driven GBM downstream, though CNS penetration and pan-essentiality are real hurdles.",PTPN11
named,29,12,EGLN1,unknown,low,"PHD2 is a fully druggable enzyme with approved inhibitors; the hypoxia/HIF axis is biologically central to GBM, but its role as a target (vs. HIF stabilization being pro-tumor) needs directional validation.",EGLN1
named,29,13,GPX4,inhibit,low,"Very high dependency and a validated ferroptosis-induction target for the mesenchymal/therapy-resistant GBM state, but the poor therapeutic window and CNS-safety risk keep confidence low.",GPX4
named,29,14,KIF2C,inhibit,low,"Top-composite mitotic kinesin with outstanding tumor-enrichment and window scores; genuinely novel and mechanistically attractive, but ranked cautiously because it currently lacks a validated small-molecule MoA.",KIF2C
named,29,15,PTK2,inhibit,low,"FAK is a druggable kinase with CDKN2A/B synthetic lethality and clinical inhibitors relevant to invasive GBM, included despite weak tumor-specificity because the chemistry and MoA are real.",PTK2
